,names,scores,logfoldchanges,pvals,pvals_adj,abslfc
14697,AIFM1,-122.87618,-1.6702846,0.0,0.0,1.6702846
4048,CCL28,98.91128,1.6697098,0.0,0.0,1.6697098
4312,AURKC,94.13043,1.6695018,0.0,0.0,1.6695018
1633,MKNK1,122.16565,1.6693952,0.0,0.0,1.6693952
2644,TTBK2,117.750404,1.6693897,0.0,0.0,1.6693897
10955,SLC35B2,-117.85986,-1.6691792,0.0,0.0,1.6691792
14178,BECN1,-122.62844,-1.669137,0.0,0.0,1.669137
6560,FAM72B,22.265076,-1.669002,8.058659415144879e-110,8.645687050492889e-110,1.669002
4231,PRKG2,95.79603,1.6683406,0.0,0.0,1.6683406
10178,GPR63,-108.639305,-1.6680391,0.0,0.0,1.6680391
9516,PKIB,-94.38257,-1.667969,0.0,0.0,1.667969
11890,SMAP2,-121.530525,-1.6677455,0.0,0.0,1.6677455
298,RASA1,123.02666,1.6673695,0.0,0.0,1.6673695
11862,BRF2,-121.47575,-1.6673269,0.0,0.0,1.6673269
3391,LRRIQ1,110.05997,1.6672741,0.0,0.0,1.6672741
7869,LNX1,-36.624767,-1.667273,1.1542375974797285e-293,1.3030751167101966e-293,1.667273
11632,TMEM237,-120.97636,-1.6672481,0.0,0.0,1.6672481
14287,PPP1R2,-122.66452,-1.6671184,0.0,0.0,1.6671184
3750,NOS1AP,104.589134,1.6670613,0.0,0.0,1.6670613
9430,NUP62CL,-91.85108,-1.6667591,0.0,0.0,1.6667591
3630,CTCFL,106.64149,1.6658881,0.0,0.0,1.6658881
11183,CIC,-119.31624,-1.665736,0.0,0.0,1.665736
4201,MATN4,96.433754,1.6655366,0.0,0.0,1.6655366
3842,FRRS1,102.72826,1.6653696,0.0,0.0,1.6653696
8530,TMEM176A,-61.919205,-1.6651199,0.0,0.0,1.6651199
3281,ATP7B,111.55438,1.6643286,0.0,0.0,1.6643286
2278,RMC1,119.96674,1.6642667,0.0,0.0,1.6642667
9095,TMEM121B,-82.10391,-1.6642196,0.0,0.0,1.6642196
8092,CHST15,-44.72439,-1.663813,0.0,0.0,1.663813
3681,AP1S3,105.686485,1.6636953,0.0,0.0,1.6636953
9647,GUCY1B1,-98.19296,-1.6636342,0.0,0.0,1.6636342
8771,CRMP1,-70.98182,-1.662937,0.0,0.0,1.662937
2322,TMEM184B,119.73129,1.6626151,0.0,0.0,1.6626151
5319,COX6A2,68.710304,1.6623157,0.0,0.0,1.6623157
2921,RAB40C,115.41746,1.6612936,0.0,0.0,1.6612936
3226,TTLL5,112.16457,1.6606903,0.0,0.0,1.6606903
3193,SUN2,112.53417,1.6602044,0.0,0.0,1.6602044
1817,SNX1,121.804276,1.6601915,0.0,0.0,1.6601915
3232,STXBP4,112.11334,1.6600077,0.0,0.0,1.6600077
4136,EDRF1-AS1,97.473206,1.6597159,0.0,0.0,1.6597159
9534,VSIG10L2,-94.88955,-1.6597124,0.0,0.0,1.6597124
2776,SPART-AS1,116.747826,1.6594939,0.0,0.0,1.6594939
3654,TNFRSF10A,106.24442,1.6594199,0.0,0.0,1.6594199
1981,MED27,121.351074,1.6588857,0.0,0.0,1.6588857
3888,OPRK1,101.73268,1.6587869,0.0,0.0,1.6587869
6333,SKA3,31.157408,-1.6584612,4.025769569584316e-213,4.456683472904754e-213,1.6584612
4042,CNGA1,99.01491,1.6584548,0.0,0.0,1.6584548
3425,FLVCR2,109.62434,1.6584396,0.0,0.0,1.6584396
2723,TEX2,117.11492,1.6583676,0.0,0.0,1.6583676
10734,PREX1,-115.699326,-1.6582639,0.0,0.0,1.6582639
10642,OCEL1,-114.733734,-1.6582166,0.0,0.0,1.6582166
9972,CYP27B1,-104.73826,-1.6579075,0.0,0.0,1.6579075
2396,NPC1,119.37537,1.6574432,0.0,0.0,1.6574432
11818,NUDT22,-121.392265,-1.6572851,0.0,0.0,1.6572851
