,names,scores,logfoldchanges,pvals,pvals_adj,abslfc
2078,SEPTIN3,98.13534,1.9071825,0.0,0.0,1.9071825
6578,LINC01943,34.57475,1.9063191,6.055385769056834e-262,8.375214617260273e-262,1.9063191
2215,PROCR,96.139046,1.9062548,0.0,0.0,1.9062548
14613,MCRIP2,-135.56947,-1.906197,0.0,0.0,1.906197
4734,FAT4,61.511326,1.9033312,0.0,0.0,1.9033312
5252,FRZB,54.466522,1.9025222,0.0,0.0,1.9025222
1178,GNG3,112.24362,1.902072,0.0,0.0,1.902072
14691,OXCT1,-138.23448,-1.9017042,0.0,0.0,1.9017042
4298,BMPER,67.52114,1.900571,0.0,0.0,1.900571
3423,CPA1,80.473755,1.9005038,0.0,0.0,1.9005038
2644,CD48,90.25782,1.9000696,0.0,0.0,1.9000696
14201,MYL9,-121.64956,-1.899006,0.0,0.0,1.899006
14333,GCOM1,-126.55517,-1.8981084,0.0,0.0,1.8981084
3745,TMEM100,76.022484,1.8972639,0.0,0.0,1.8972639
4591,WNT2B,63.58686,1.896938,0.0,0.0,1.896938
12255,GRIA1,-68.20739,-1.8966603,0.0,0.0,1.8966603
14407,PPM1K,-128.98763,-1.8962109,0.0,0.0,1.8962109
1891,LINC02739,101.0855,1.8959459,0.0,0.0,1.8959459
13836,TPRG1-AS1,-110.63001,-1.8952508,0.0,0.0,1.8952508
13985,ENAM,-114.81457,-1.8943634,0.0,0.0,1.8943634
14215,LRRC73,-122.06056,-1.8940198,0.0,0.0,1.8940198
744,TIMP4,119.813225,1.8939024,0.0,0.0,1.8939024
12877,SNAI3,-82.747765,-1.8938314,0.0,0.0,1.8938314
2332,CECR3,94.497375,1.8936157,0.0,0.0,1.8936157
7349,CCM2L,22.621717,1.8931894,2.649681209920096e-113,3.233823405556694e-113,1.8931894
12109,IGSF9B,-65.01067,-1.8921882,0.0,0.0,1.8921882
13741,COL4A2-AS2,-107.85542,-1.8921597,0.0,0.0,1.8921597
